Sample,ABCA13,ABTB2,ADAM23,ADAMTS1,ADCY9,ADRA2C,APOC1,ARHGAP42,ARTN,ASS1,BAMBI,BMP2,CADM1,CAV2,CD70,CNRIP1,COBL,COL17A1,COL18A1,COL4A5,COL6A1,CPNE7,CRIP2,DLC1,DLX1,DPP4,DSEL,DSG2,EEF1A2,EFNA5,ENO2,F3,FAM171A1,FAT1,FEZ1,GAD1,GATA3,GNG11,GPC4,GPNMB,HES4,HEY1,IFI27,IGFBP4,IRX3,IRX5,JPH1,LAMA5,LGALSL,LIF,LSR,MCAM,MCOLN3,MECOM,MET,MPDZ,MT1E,NAV3,NEO1,NFIB,NKD2,NNMT,NT5E,PBX1,PCLO,PCOLCE2,PDE5A,PITX1,PKDCC,PRKD1,PROS1,PTGES,RAP1GAP,RBP7,RBPMS2,RGS16,RND3,ROBO1,RORA,S1PR5,SCG2,SDC2,SELENBP1,SERPINH1,SETBP1,SLC6A8,SLC7A2,SLFN5,SRPX,STXBP6,SYCP2,TGM2,TIMP3,TM4SF1,TMEM158,YAP1,ZNF703
DATA.683665,3.23915516,3.751367385,5.92819502,,3.203137364,3.199362799,3.889839289,3.152222802,3.028625454,4.506642381,7.933862631,6.109036338,3.136274352,3.20254205,8.876365958,3.576930607,3.246901445,3.047377086,3.610148407,3.039199649,3.779819564,5.041500867,4.059642704,3.638040306,3.113388525,6.813061747,3.234535817,5.945874721,3.881610784,7.085207002,5.918917715,3.295364419,3.835060371,9.361860481,3.213351434,3.288515585,5.513480322,4.96883802,,3.552389406,4.322487601,4.520547421,6.692723288,,5.172445486,4.322173391,4.32607068,3.087056267,3.715070119,3.165992339,5.732569396,3.545939566,3.674243957,3.230993825,3.455338749,3.476848806,4.313644392,2.951477084,3.289750716,4.295572027,4.043093222,2.956536418,4.588890545,3.334530112,3.162011687,3.971276365,3.358138369,3.848586131,3.28541714,2.875831869,3.971396304,3.982604922,3.327047556,3.102298563,2.90520105,6.175396943,6.880269042,3.86563577,6.802768095,3.274567961,3.320989201,5.600108435,3.207873834,5.221537216,4.61037535,5.968916056,3.054057728,4.20954638,3.258629621,3.648186887,3.199554011,3.198682931,3.207862657,3.269674281,4.718922488,3.259159039,3.118393142
DATA.683667,2.746976272,5.033553483,3.264235039,7.887032282,4.489535007,3.774600602,8.313024222,3.548289017,3.005223847,11.26896721,7.267596812,,6.385191107,3.288322804,3.626241888,,3.404202191,3.160474079,6.490188129,7.03721587,7.182578085,4.57700043,4.539281608,7.77148024,4.358374629,3.471626636,3.72186079,2.750743917,4.796912649,5.16387575,5.247169569,4.264302057,6.043793851,9.548142088,3.399313066,3.165817375,7.671068662,10.69368252,8.759495247,4.840574991,5.701962277,9.07746145,4.046940261,4.982149267,5.593807786,4.112220146,3.634902536,3.945845257,4.805001076,3.714353541,4.470361646,5.345771559,3.350680787,3.436140321,3.392621475,5.48897826,3.368722904,5.701737118,3.5086466,7.786771823,7.371474686,9.879637714,2.957775821,5.238397739,3.281680869,3.787364095,3.440113206,4.169206929,4.733742613,6.571685584,5.483709291,,3.636531263,3.702892802,4.10021239,3.750462379,5.808795806,,6.267282179,8.308536413,9.747814704,,7.472761477,10.0779482,4.301847821,6.593870195,3.674775065,3.225307723,11.12550451,4.002051031,3.303415563,3.465173778,2.940547897,,7.388328177,7.839423443,3.863302159
DATA.684052,5.731324158,6.284503025,3.379688978,5.174997287,4.040525343,8.160627627,4.05283255,3.44304526,6.273695656,,,2.91118264,3.389033535,11.63050889,4.274141535,7.488236172,3.229837378,3.141797637,3.925542321,3.000026582,4.798246111,5.954614438,7.585454287,,4.476014152,3.310152787,5.71479281,2.955821808,4.033669816,3.378743537,7.135291287,4.385524166,6.83463185,8.842936644,3.252848522,3.157453658,4.523092372,,6.29111141,,5.86629756,3.419402218,4.505755537,3.156568054,8.180277232,,6.450745956,3.561130375,5.252118299,2.972466301,4.301912533,3.973963657,3.376132525,3.038036316,3.124179033,7.048835405,5.222529836,3.382908756,5.372045352,7.165526677,4.449388036,3.72703372,4.040261937,5.583840221,3.023639493,4.302671107,3.243051749,4.130269682,6.086993211,8.71566495,5.459136135,3.113790018,,,3.325440427,7.202491881,3.926300155,5.291244157,3.766047924,3.60679173,7.497472472,,3.177728809,10.14627773,5.112516368,5.994656913,6.199037769,3.157890291,3.461299352,3.633118119,3.32638858,3.162836586,5.845477414,,6.239267616,8.331263533,5.77828669
DATA.684057,3.400204076,3.814231332,3.408642532,5.928332425,3.855791642,3.099628296,5.216795199,3.090152738,3.14145438,8.616495342,7.161064374,6.117646715,5.081323988,9.510553337,4.026283932,7.411204196,3.133157461,3.230034659,,5.380810541,4.354245224,,6.041030297,5.486919155,2.98538681,3.979345156,4.544336535,2.95106514,4.067989619,3.858137791,7.328019265,4.420175332,6.574870396,,5.003317123,3.369009649,4.470574558,8.369266504,3.89828066,3.300556806,5.876650854,3.484224339,4.767549386,4.044459068,6.687177551,5.976877471,7.893076136,4.121531293,,3.31905316,3.937908111,4.349996249,3.91372529,3.04212624,3.048394722,7.123810094,4.077680265,3.206011759,3.558220048,6.497522295,3.137700895,3.224547071,3.046858008,5.236740655,,4.592727342,3.462664963,4.106549524,5.302701142,2.776968035,6.229618142,3.675586176,5.849991643,7.524565283,4.895036639,3.697764092,4.482929267,4.876562267,4.169245952,3.630909394,,5.364999243,,8.574782665,3.395050507,,5.339324441,3.225776185,6.130206244,3.097069826,,3.533217571,,6.719385774,,5.435906929,5.380972376
DATA.684059,3.116570973,6.924343931,3.613688927,7.399722376,3.817450841,3.249192543,5.59652969,3.444332485,3.546425041,12.58315755,9.49462933,2.968814635,3.869159282,10.05720679,4.065700753,7.300267413,3.196230878,3.243969103,3.402485041,,5.049676155,5.405203493,8.129389559,9.354057655,6.315072566,3.33334342,6.187161297,,4.406235695,4.163698904,6.989924929,3.883476545,6.398749407,8.996104023,6.327024241,3.545293781,3.09833695,8.63479627,,9.260022066,4.917686996,4.090600983,4.611305754,4.956047928,,,5.589794932,4.429142802,6.105611562,3.230697912,4.325045631,,3.425956428,5.499082798,3.397217592,8.171715841,3.382089468,3.513583346,4.953742872,8.685346969,2.889382082,6.787346308,4.953607785,4.794183674,3.106121239,7.083640285,,4.157313047,,3.848923428,7.178794056,3.266717927,5.468395965,4.258670473,4.498352003,8.334481562,7.060351733,6.54318342,3.604491709,,3.253467239,7.068656687,7.998304014,9.724407127,3.80406188,7.817040782,4.352756552,6.414534737,7.177157342,2.872240943,4.367481791,3.335936505,8.682203966,3.114507678,6.768263792,7.547462461,5.933777607
DATA.684062,2.869578233,6.785760513,5.06276277,8.051685545,,5.350076754,3.468910462,3.261804561,,7.404163592,8.171140341,3.09932398,6.197369373,10.34633133,3.928419668,5.9087509,3.327274103,3.115806326,6.049671045,6.150289969,3.364185911,5.494048083,,6.263582275,3.15394716,3.391657887,4.229899831,5.131321303,5.031374464,3.905846047,7.665137921,3.547592886,6.850780085,7.896500645,4.433976544,3.162761612,2.972546255,9.748268843,5.560589231,2.942697249,4.552168185,3.439701753,4.16484108,3.807253598,6.49352157,6.266864283,,3.457956775,6.514732785,3.000854461,4.77685881,4.284991441,3.174831588,3.023304952,3.236144191,7.275109206,3.254025259,3.117876422,5.592819285,7.852089646,3.266439245,3.697896139,3.133596365,6.515696776,3.699050394,3.418222992,,3.862067288,3.927535019,4.93017266,4.585608497,3.538388319,,3.414321794,4.097289828,5.125004226,3.797006926,4.56059284,3.920402978,3.537459771,,5.868871155,3.422984399,9.603539762,,7.682310932,6.210675187,3.426234305,4.21762674,2.886278203,3.450248264,3.081175332,5.855542563,2.70067723,4.492067199,7.321602808,5.221039007
DATA.684072,2.983284416,5.256705874,3.324307306,5.166286189,3.852647409,5.851865288,,2.966969794,4.762274824,,8.23152309,3.319152466,3.635115817,10.85951321,4.576358475,7.213677204,3.168775734,3.190247654,,2.884943507,3.590902671,6.050286596,,,3.008828927,3.87612099,4.210779406,2.955227946,,5.033195305,7.996830889,4.027100561,6.590346155,,5.267170126,3.087706778,4.010564826,8.884179193,2.860690989,2.851003869,6.660164588,3.338345823,4.558998603,3.26525232,7.305032819,6.486573148,7.316733282,3.84216647,6.096462424,3.17913858,,3.968985744,3.196132791,3.037911498,3.407795786,7.245698845,3.265541513,3.374281835,4.308153556,5.841007116,3.804536035,3.362252403,2.951529932,5.797429619,3.720011323,,3.468145131,3.979154558,5.192210075,2.91427896,5.118890378,,5.232483502,7.044468844,4.890086744,5.562056338,3.549322908,5.312963409,4.496347428,4.567524381,3.78332233,4.055826921,3.24312166,9.035304875,4.944521747,7.801000621,5.02550336,,3.579868893,2.799203635,5.306658072,3.044205019,5.953838464,,4.707400656,6.859359894,5.481166803
DATA.687448,3.364402401,4.551958864,7.138272161,5.764436114,3.95601964,3.702232987,10.12999481,3.897003708,3.042718187,4.878063442,10.58999958,3.092306257,4.822803784,7.144674045,4.706922913,7.959451807,3.565046818,3.456299398,6.356791653,3.290001545,4.810508669,4.790931429,8.15095111,7.27393794,3.502701462,3.252816608,3.372525026,,3.704216655,4.951422416,8.067779461,3.474949876,5.124165522,8.851655559,3.974553949,6.178392284,,9.806106169,6.000090998,10.10923379,3.49710555,8.545238469,9.021454364,3.098442922,4.951594364,4.58467849,5.838292008,3.500227456,6.289189878,,6.57115687,7.688932195,5.849373167,3.244797759,4.194360614,6.510685214,3.933166866,4.405377008,3.121265962,6.237658608,3.059835377,5.522059668,,3.611358118,4.498075427,4.693166935,3.56061388,,4.000229078,7.034090112,8.321984845,3.404769345,3.253430019,3.627887493,3.758553135,3.406136122,8.115544207,5.550621087,3.368364848,4.009337576,4.89531197,7.363055573,5.412920254,9.050981875,,8.418715583,4.894513322,4.402995372,11.73278783,5.711178733,3.418758662,4.318690693,,8.176845678,9.230698071,7.598935084,4.217080144
DATA.687452,3.660059278,5.709990547,3.070221339,5.087681551,3.472592311,,6.048401502,4.490748685,4.015592927,10.34370956,6.069392928,7.066027662,3.35092125,9.725636951,3.789068717,3.978260296,3.052848145,8.707272082,,6.718603521,6.813454538,4.309578061,5.506396096,6.347306909,,3.889296706,3.494535785,8.331067162,3.653799932,5.975438805,5.535536893,7.841522437,6.036509767,10.0880733,5.887076411,3.690229827,6.141011497,9.013661822,6.343017022,2.826796314,8.429444792,3.338374305,3.735239907,4.272252501,,3.15095838,4.797572945,4.91864173,4.971441819,7.332629158,9.083631079,4.752243301,6.621816728,6.050549782,5.751517337,6.097678544,4.395643802,4.116116203,3.537386895,7.478639467,3.15974335,4.093436773,5.347898551,4.955690701,,3.825373744,4.669207403,7.628943521,3.435702504,3.615472426,4.098877534,5.640355805,3.486053948,3.77495919,3.584812847,3.117447694,8.298268045,4.224692014,3.202402136,3.840186779,3.061913228,3.247040418,3.04710873,8.510246412,3.443061388,7.261620358,3.759211573,5.256995803,7.230605308,,5.976986333,,9.352345741,9.799508426,5.550430795,9.012114618,
DATA.687455,2.903115796,5.172906956,3.882289404,8.312197384,3.496632478,3.4820386,5.630651875,4.406198619,3.536932647,9.909604334,10.49466854,8.88618897,3.122055785,6.698863607,3.864586437,3.095859365,3.228524408,7.54883697,3.406510263,7.808217384,4.615706088,4.40628239,3.898278849,7.610294572,3.288013649,3.70771128,3.095595659,,4.035348638,6.082290035,4.908531941,4.689594549,3.165405171,9.690358872,6.426440074,4.662095897,9.813645201,,4.625112276,8.872610274,5.244098471,4.448466449,4.095982521,3.335670005,,3.188692533,5.99207918,5.132167686,5.674016321,3.631875803,8.345766144,3.73246529,3.805699382,9.013999137,4.195035918,6.398720537,3.694898016,2.918536345,4.064169841,6.388922571,4.019556637,3.533036158,6.467645663,5.962608982,3.417330424,3.519570545,4.615282302,5.555052753,3.18708258,7.223853105,,5.505043349,3.216675506,3.459603004,3.027615874,5.568920166,8.165221804,4.626595065,3.523482614,6.795400984,3.004192308,7.713657089,3.118373793,8.47712701,4.712721204,7.777907612,6.966080271,5.396624526,3.911981202,3.632341365,6.038426024,3.247469917,,8.954672611,7.819134316,,4.556336473
DATA.687457,2.884951193,3.90335826,3.273717029,4.640157875,3.75303879,4.18632816,4.497308889,3.549784478,3.176348186,8.92815627,6.43631811,,6.286254438,9.089540974,3.887298117,3.264242833,3.187270733,5.315384356,,6.992860642,3.7297828,4.142335611,5.020861261,8.620144384,2.947871475,3.681233014,3.091503824,7.432940975,4.751307339,6.498959495,4.550019693,6.247754838,2.967478853,10.45794317,4.306452111,4.337680328,9.808121968,4.147988168,5.865145112,3.36344921,6.637222343,,4.77160073,4.780595919,5.461547496,3.467356791,3.948775529,,4.59293182,3.568050727,8.886984954,,4.144548767,8.610951634,5.482246925,5.476420008,3.573879905,2.733433528,3.432297082,4.675426469,2.783173624,6.81476301,7.047765801,6.554574174,3.625142608,3.849788368,3.942118619,5.474850487,3.411241284,,3.797405803,5.639688672,4.244737259,3.667529286,3.488207944,6.266419241,8.495618453,3.706470553,3.292670165,5.81114089,3.006470037,3.428085405,3.288670912,8.665950657,3.702830639,5.735353497,4.32172286,3.660983535,,2.984096765,5.87304353,4.177433939,7.831268187,4.645683879,,8.408550209,3.896209866
DATA.687459,,4.128893227,3.008962851,3.828367493,4.297845768,,9.36289031,4.58310969,2.989708757,10.44245216,8.787128132,3.550848718,3.203385584,10.33044602,3.864668961,7.629629474,3.112952911,3.304759683,7.167442294,3.047949466,6.696289142,4.921266283,6.865760051,8.12715409,3.5027953,9.648128339,5.721239825,5.276609892,,3.841705682,6.572652867,9.601044701,5.748028519,,3.484720549,,7.212059774,10.2081408,3.089144202,7.209278481,7.607020887,3.368695915,,4.775620241,,5.373874861,3.799812362,4.970443552,4.165724119,4.573675736,5.555319638,,3.18410787,4.139550887,5.38497765,6.487775357,7.125947029,6.1221694,3.285042589,4.877680751,3.058565645,11.39766592,6.027848315,5.489443859,3.922164963,,,8.172557512,3.47296863,6.512462633,5.031879577,3.894788461,,3.772036039,5.505080677,3.567387858,8.673366498,3.471714487,3.197545758,5.488260493,9.529393966,6.588643385,6.777813993,10.89806336,3.414397536,6.290903045,3.038117313,4.096841614,9.136435165,2.83210345,9.853453168,3.960304314,9.857586735,10.88018768,9.51930648,,4.681283945
DATA.687505,2.918114986,3.804256456,4.819469865,4.48994793,3.551096529,,4.509801047,,3.349347007,5.631688215,5.867190999,3.193380542,3.690190135,3.323513873,4.001028814,3.327411877,3.419750625,,5.07259445,4.933089282,3.486126705,5.913264773,5.433458866,3.883365871,4.338894546,3.444449152,3.018043765,2.983587636,,5.123145699,4.582576444,3.811760068,6.534181856,9.592692158,3.454934495,3.426352858,3.287328354,3.438460599,,3.077987758,7.089656216,,4.456380158,3.259042082,4.104921289,5.931241889,3.58834685,4.19093312,6.723663837,3.218834409,8.403782633,,3.691299776,3.258995569,3.466627476,6.081697352,3.328173237,2.835730711,5.527241012,7.443448039,,3.483481898,,3.685391323,3.479484497,,3.474075496,6.229074566,4.188521654,2.989607392,6.872416138,3.706578628,3.78785778,3.742957189,,3.541286788,3.495031232,3.982387848,3.205246316,3.697479707,9.538771726,5.526266008,3.423828758,7.34637241,3.193257206,7.97859656,4.286745645,3.157592367,,2.811089606,3.64812946,3.207649356,3.383616063,2.661839764,7.19932254,8.237538462,3.155278853
DATA.687506,2.760875168,4.17719665,3.215126757,7.190100107,4.524016251,3.225014462,5.642047644,5.463326149,4.075403804,11.47399181,3.245074357,4.365392292,3.399565611,10.0449548,4.689123833,3.475193415,4.210887764,,3.679288969,8.276604093,3.578826011,5.203855145,3.821502827,4.379028478,2.964755766,3.61608713,3.069911548,,,5.260535826,4.401063037,11.80887825,3.330661287,,5.966286352,3.659778468,7.363132938,,3.063405883,2.960409911,7.77609633,3.303876215,12.79871691,3.872251882,9.388356616,4.575428343,3.308185556,5.805851182,6.106092878,3.809713183,9.17874605,3.634405987,3.299589303,5.771766645,5.937756413,5.893992506,6.6255092,3.291076588,3.203284562,7.061001776,3.237926928,11.20478339,7.514818716,5.31155899,,,4.104384718,5.752629863,,2.70006817,3.699748749,6.529361783,3.15929469,7.981750093,3.063326536,,8.984865311,4.802774032,3.330877234,7.021353251,2.640063027,3.243885949,3.223611994,9.01397261,3.202618124,4.604079491,5.119076482,,3.477287312,2.762326803,4.464977921,5.67839144,6.430358272,9.85468766,6.101299591,8.941451405,3.331463474
DATA.687514,3.484982459,4.385981187,,4.986068409,4.338057146,,5.221656973,4.059005933,3.192303274,,9.664236868,9.773787376,3.426042729,9.840713229,3.814680296,3.112846186,3.552283847,11.41969807,4.374378408,8.240313843,3.545750718,4.359308745,8.281505104,7.66312322,4.62801599,4.451364367,3.135144836,7.816848492,4.061299398,6.627263467,4.535439872,8.236690027,4.806410884,,4.820714781,5.34795609,3.470836452,3.24090274,2.841480276,10.24776055,6.929931757,4.809106976,,3.527593715,8.506579868,5.154089013,5.579841186,5.00035444,7.358555998,3.108695057,8.276367344,3.998006013,5.538889708,6.893007213,4.504903805,5.650245154,3.670473978,3.016326862,4.743995232,7.58434592,,3.404618941,8.045477654,6.019876472,4.046811978,,,,3.614613902,3.835922294,6.576245813,5.26422237,3.44967653,6.875256375,3.46897743,3.257117127,8.496011802,3.50774197,4.643829649,8.730539134,2.855735643,4.395921434,4.323354861,8.91441658,4.087425397,7.421803223,3.046491607,5.129708003,3.893716044,,7.397976452,,9.635468331,10.01372675,5.606859918,8.542984729,4.899051542
DATA.687561,3.020888087,3.746379192,3.204466087,9.071914411,,4.442365056,4.421271992,3.797177229,3.769358121,11.33816696,7.876317851,5.043638281,8.068568208,6.783375701,4.166753252,,3.056723733,3.107557431,6.864235438,,9.803635819,6.223186725,5.322989443,7.455678066,4.8196628,3.517778406,3.393633651,3.13099085,7.555331681,2.98870663,6.737276644,7.295060101,6.028396504,10.18548646,3.536288892,5.835111775,,10.59075423,6.683832643,9.136740934,6.940674039,3.539569137,,4.515601822,9.004332517,6.985266961,4.062989409,3.327076088,5.275072017,3.123225636,4.607462877,4.060102093,4.622530425,3.190268361,3.43946736,3.988759998,7.601501205,6.599499433,3.483659381,5.252941441,6.599936356,11.10607336,3.746454945,3.511259148,9.214827448,4.871998058,4.982089499,6.809275111,3.399165977,6.328818438,5.170828669,,3.06243795,3.205582484,2.779962316,3.289183128,10.90151537,4.826252631,,5.855254975,4.519010346,,3.326730419,12.67368985,6.341128216,6.863364985,3.400689207,5.441643859,9.699588125,6.533086033,4.521840004,3.087038065,10.62524676,,7.663188524,8.230567964,4.079685979
DATA.687562,2.721340816,4.156206535,3.499040255,5.977955621,3.632844164,3.08951873,6.614148224,2.992726347,5.259299667,,,3.523451356,4.191827564,3.1460045,5.677589783,7.982956827,3.390015288,,3.776240885,,6.573399005,4.573825019,5.065606011,5.08598019,3.05190082,4.810923624,,6.684815996,5.042673386,6.249706206,8.36543655,5.547104888,5.504712537,8.045045191,3.771231615,3.962805015,8.491170034,8.5674913,6.720778037,5.58281589,5.468237035,5.849463389,12.62780544,4.195353923,6.699477953,3.928092114,5.473316407,3.533528962,,3.593110226,7.623855904,5.115031473,,4.56692059,4.208305611,6.219312393,4.847640835,3.097429582,4.776149705,7.492170032,2.849986206,9.256722591,6.021986667,4.532606324,3.484219475,6.986677728,,3.942441783,,4.657423457,,4.062523619,,3.227562831,3.536862905,4.3125472,4.746573281,4.728417251,4.573143412,5.682836005,9.74815923,9.421723519,5.192407845,11.1020995,3.306736718,5.776636918,3.749031599,3.593449294,8.697787521,3.90230345,3.411472584,,,5.64460418,8.792316731,6.591868141,3.293371872
DATA.687563,3.127859719,3.766107571,4.362150525,5.759655098,4.505071876,3.378440256,,3.572471454,,4.507824849,,3.006006238,3.757533441,8.738096644,5.873561911,6.34344681,,3.208122029,,4.58710655,7.283605399,4.922187865,7.992600907,6.351520753,3.402736911,3.407379251,4.011456555,7.452296237,4.862689221,4.353021979,5.590165708,4.621819211,6.529620887,9.255632831,3.342097715,5.114561314,2.956548973,9.247044692,4.477820576,8.114813987,4.304971423,3.663036608,5.884870059,3.24059807,5.332692271,3.789057734,3.866612707,4.928645523,4.889472501,,4.974158396,3.975399537,5.381203391,4.600143284,3.496079803,7.721859637,4.003744541,7.201276477,,,2.977919895,11.09011274,7.594939628,4.895057337,8.523871072,4.917695239,4.145849009,6.083026353,3.691567619,7.133733307,,3.779909846,3.047038912,3.485153189,,10.50584028,8.218927407,5.186243238,3.121468115,4.963584723,,9.102992991,3.578195328,10.99139269,3.335792281,7.518627824,3.789438961,3.892999557,10.5296483,2.989586221,2.930784331,3.463358052,,10.29255905,9.001316926,6.656840927,4.69237843
DATA.687568,5.392070358,5.059632846,3.442731154,6.473458397,4.249228503,,3.732644483,,3.451976549,7.34742827,8.544306975,3.010710994,,3.10002829,9.422280916,4.764593335,3.06188248,,6.702871796,6.446343043,7.572329957,4.363306684,3.99528749,5.452336689,3.254259223,3.416201162,6.118228378,2.95279802,5.079237473,,6.821607621,10.27761657,5.916468375,9.548065293,4.129634172,3.886753277,5.387472916,9.145682368,10.31851668,3.324503619,7.845029018,6.092615288,5.153979497,5.617519288,6.109701854,5.876645189,3.668317709,4.635742346,5.357472474,5.419233888,3.940129776,5.884653224,4.102170111,4.5787168,3.670617378,5.742065055,4.192982718,4.078105597,3.0356664,6.111694215,2.789798263,11.11070332,4.168764684,3.493265144,3.415318661,3.33221968,4.121192124,4.666638463,3.418698451,6.814243491,6.002807069,4.108646532,3.132334692,3.08797016,2.986631235,8.38441717,7.490974197,5.849801095,3.084899231,,,8.404549367,4.840446084,8.109050767,4.454260323,7.589225528,3.637824621,3.722388712,9.955555428,5.608989137,,3.390394557,10.48694225,,,7.668288759,3.505053509
DATA.687586,,3.888460775,3.407458711,7.408759076,4.242036408,3.727449338,4.523712642,,3.14813527,,9.253448903,4.446616042,,8.478672198,6.164467486,,3.359783164,3.340044329,9.094360771,2.983700592,7.596299674,5.013834271,4.959195401,,3.556418969,3.519152643,4.27746979,2.939478128,4.893736035,4.119351853,5.800311183,5.530211232,6.272871636,9.27108176,3.590593283,3.199349938,4.082072741,10.96691736,3.676456061,5.801234567,4.748162571,5.256537816,4.782256647,5.255117525,6.996130594,4.929244299,4.192683807,3.379210586,3.991671051,4.131993772,5.171694081,4.174108888,3.765068361,6.45335312,5.038471859,6.528043388,5.066991672,6.717469706,4.021325227,,3.753646155,11.13671101,4.838086021,3.866700122,5.342751547,3.448870382,8.493931202,6.747794402,3.790314471,5.217099647,3.808005851,3.436578517,,3.431083105,4.511768882,3.101299823,7.072547361,4.420403344,3.071416018,6.634020192,6.124227601,6.98530218,,9.610673943,,5.356590134,4.471622746,5.296120495,8.779250822,2.903925143,3.135475736,3.488543576,9.760749276,10.43636639,9.117696602,7.989386695,3.890872496
DATA.687588,3.110221693,4.351795776,3.396459232,,,3.145303244,3.70047509,3.791315932,3.272239154,,3.414954723,4.450672147,,3.110595128,6.95498679,8.10478368,3.162120563,3.510558445,3.817439253,,8.727190787,5.773196843,,8.231165351,3.73482847,4.629636033,7.320223789,3.161227626,3.860309799,8.048602503,6.445730406,5.381371152,5.198984293,9.344025175,7.128916582,3.627986208,2.919498737,11.66464424,6.192271532,7.346512801,4.728839974,3.447038353,4.597057912,6.515062016,6.65895865,6.312241971,3.823499516,4.712377369,4.450905301,4.543572016,,3.649114916,3.079582995,6.211875353,5.244919715,3.896248948,5.503075236,7.591435012,3.301675478,4.616062206,2.482342187,9.631700982,9.540404577,4.547872041,3.836601118,9.651934198,7.546749707,4.58694546,3.742926961,,7.788727343,3.903172244,3.092161298,3.306437445,2.716153563,3.110119389,10.56100583,6.370918316,6.61934082,3.480293231,3.102649927,9.856689449,3.209249732,10.29787735,3.560534496,5.863981725,3.005267569,5.01443685,10.26513318,4.005458956,2.884582899,3.98481721,6.60018631,11.69728741,11.98421105,8.668915363,3.491150915
DATA.687590,3.1857844,4.643971419,6.024489731,,3.636683076,3.20042013,,3.561832785,3.609318654,9.847548264,5.574489315,5.548245943,,5.814039466,6.924743997,7.936675221,3.052926253,3.360728457,3.571032558,4.643329086,7.598195684,5.747393282,4.350932581,7.394304217,3.283904629,7.137112335,4.483837504,6.57805552,3.926194271,4.503851449,7.034828947,6.943750106,5.734898809,8.985272045,4.068240184,6.528269521,3.436764269,10.81136255,3.1083334,4.628750681,4.603268636,3.98650659,4.871608316,4.263733465,7.383001314,9.401097576,5.851997805,3.647495193,,4.599729541,4.66005616,3.785162991,3.06533017,3.950247251,4.850130928,4.861153228,7.640958275,3.357535562,3.449726766,5.012737464,3.319743302,,8.07290485,3.565210011,8.105511284,8.877267029,4.155864574,,3.68765695,6.656008943,7.405756608,,3.066651823,3.34027478,2.803744122,3.339705952,11.31371107,5.799891446,8.222297173,3.400853225,3.539699766,7.677374143,3.124808568,11.18799105,3.338085807,7.916567492,3.315746114,5.796191617,11.54412605,6.419567898,3.342093293,3.606374708,4.746095143,11.44564945,11.68501369,6.646712646,3.379678566
DATA.687600,3.234589973,3.684514838,4.527814348,3.817078675,4.599007618,3.630363334,7.16175306,3.064616313,3.592519753,7.455847614,8.26691927,3.085103369,6.286595748,3.611205244,,5.539511776,,,3.470655303,10.53867006,3.441185479,4.090012452,6.540574866,4.087892805,6.933682976,3.381234516,,,,6.318154632,8.152868822,3.430567184,5.426025247,4.092558045,3.126944961,5.962308346,3.149414247,,3.079433135,5.748569391,6.540683039,7.074484664,4.228479122,3.159029072,5.222817801,4.245540014,,3.486024696,5.659510678,3.18261156,6.624281053,4.524846503,5.844889445,6.023441919,3.371081626,7.706775224,,5.536243629,5.02348702,7.56008582,2.977962929,5.434123034,3.174260697,4.668770124,8.260981349,3.823967683,3.495211995,4.601070276,3.995692613,7.737154179,6.067611557,,5.454474618,4.119921378,2.917518625,,4.4922635,,5.227607212,3.735799559,11.06256899,,6.560858821,5.618651057,4.196705652,4.728699764,,3.125186476,3.874189726,2.826059859,7.810174895,3.166360978,3.078784247,,3.764372899,2.835988125,4.23256689
DATA.687777,2.907985815,4.4021778,3.711328243,5.36891436,3.65247771,3.529283184,7.05202013,3.831311034,3.468688834,9.671874564,8.514205804,4.47536722,3.256522358,9.28227343,3.656038974,3.610981062,4.245062728,6.57591455,6.822957252,4.459546463,4.188350687,5.40811975,7.163932274,7.318011934,2.938720339,6.86558206,5.859930817,9.149619016,7.135442998,8.167181623,4.957927571,,,9.704107045,3.728051182,3.682277345,3.638565995,6.842993162,6.576158086,6.456318975,7.415515373,,10.95630124,3.420287826,5.48782616,3.920045012,4.320507497,5.714214932,5.207006896,8.414617936,,,4.001744177,7.824488214,5.878512138,3.626112428,5.649019046,4.070021691,3.665296412,7.064866379,3.060671697,9.112899758,6.40337961,4.360387309,,4.52692979,4.744836995,4.863731298,3.580306832,4.544826026,3.963154957,4.906701837,3.990790405,3.268427221,,3.245426779,8.238788516,,,3.86322691,,3.49068393,4.276605705,9.079197191,3.750286432,6.616129545,4.341712526,4.758920564,3.26050485,4.024612166,7.371439454,6.663356863,8.240193306,12.57220323,4.731985075,7.240341247,3.4619222
