Sample,ABCA13,ABTB2,ADAM23,ADAMTS1,ADCY9,ADRA2C,APOC1,ARHGAP42,ARTN,ASS1,BAMBI,BMP2,CADM1,CAV2,CD70,CNRIP1,COBL,COL17A1,COL18A1,COL4A5,COL6A1,CPNE7,CRIP2,DLC1,DLX1,DPP4,DSEL,DSG2,EEF1A2,EFNA5,ENO2,F3,FAM171A1,FAT1,FEZ1,GAD1,GATA3,GNG11,GPC4,GPNMB,HES4,HEY1,IFI27,IGFBP4,IRX3,IRX5,JPH1,LAMA5,LGALSL,LIF,LSR,MCAM,MCOLN3,MECOM,MET,MPDZ,MT1E,NAV3,NEO1,NFIB,NKD2,NNMT,NT5E,PBX1,PCLO,PCOLCE2,PDE5A,PITX1,PKDCC,PRKD1,PROS1,PTGES,RAP1GAP,RBP7,RBPMS2,RGS16,RND3,ROBO1,RORA,S1PR5,SCG2,SDC2,SELENBP1,SERPINH1,SETBP1,SLC6A8,SLC7A2,SLFN5,SRPX,STXBP6,SYCP2,TGM2,TIMP3,TM4SF1,TMEM158,YAP1,ZNF703
DATA.1503364,5.706821573,6.195026762,3.275689847,4.149055519,3.710959377,,7.193514346,5.558035261,3.152981914,8.506842913,6.016930844,7.918682953,3.286856574,8.480611192,5.880024813,3.002851998,4.162722315,5.20662317,5.955712116,2.760857807,5.764342446,5.998028884,4.136145922,7.531600151,2.879776889,,,9.101169883,6.714153118,4.742409774,4.969635427,9.045774734,6.21721801,8.809879011,3.03845836,4.108504011,4.099305935,5.626527031,4.616620155,,8.35534816,3.321707181,5.714664628,3.068114467,4.178498713,3.057409971,,4.83536004,5.458557816,6.822538345,8.532989825,5.435410993,6.581464517,5.255395055,5.386841202,3.432034984,3.07907752,3.068368312,3.025917271,,3.817307219,3.18550559,7.313873244,,5.187304324,5.776100346,6.126510422,6.338624974,3.335072283,3.020104078,,4.861680005,,4.739372449,2.96981627,3.851843244,8.357049823,3.562858156,3.33010228,3.348078278,2.86784846,3.310935805,3.956072693,8.754069852,3.100185071,7.425755162,4.505150736,5.272334809,4.577915686,2.688534201,2.937431385,4.450627647,3.104530409,10.64598456,8.051264117,7.900888188,3.314213402
DATA.1503365,2.859293714,3.980516183,2.995661564,3.889204739,3.538650203,3.135431226,7.91852874,3.983986972,4.318122493,10.66876088,8.059496506,6.198586556,3.906289424,10.92781338,3.635431438,3.20649052,3.324981233,8.969627635,6.522385537,7.734956824,5.419756943,5.50195678,7.784243465,7.065629428,2.927326373,3.80912601,3.337752126,9.183242117,6.098339867,6.010168683,4.018134251,9.647796117,,10.76301615,4.110076506,3.313372378,6.392493532,8.596106583,,3.68216238,8.014433047,4.028468336,6.156537001,5.036754885,7.028189586,6.219360792,4.323895323,5.091703709,6.289465772,4.104311769,8.687968015,4.981874252,4.672669699,7.567768222,6.66815107,3.601482176,5.164389544,3.2487894,3.385549376,6.868129201,3.676576353,3.51673412,6.67246723,6.421978916,,,,6.546976221,4.224938539,4.149463377,5.634765031,6.747754186,3.329012142,3.856868616,3.953415959,3.618731303,8.888777584,5.201655174,3.026427579,4.481095001,3.255240854,3.251348635,5.695862042,9.052250655,2.891491017,6.554752394,3.107786173,5.298668335,7.428576735,3.321364116,5.204512779,5.325230876,3.221180232,,5.377176855,,3.738226559
DATA.1503366,3.220448878,6.150039134,3.307268423,3.868039545,3.514510828,3.813790664,3.462607421,4.22007424,3.098422444,12.30566161,8.665479719,6.268072504,3.651503164,6.101869734,,3.683968546,3.753763263,,4.962173853,3.173156103,4.6542251,5.503302774,,5.176573697,2.977457744,10.06962334,3.121919538,8.599244452,5.294491961,3.966368606,8.789318156,,5.846814447,9.930720984,3.299374658,4.444479289,3.268501525,,6.801657092,3.102562029,7.514927343,3.478678977,11.90500647,3.344201048,5.004501589,,,4.906446423,6.411772901,5.778043053,9.124359047,3.917302008,4.215903751,5.242563618,4.848544795,,,2.983236166,5.384188085,4.745256468,4.602061912,3.857089985,3.109579387,4.115244279,3.015697651,4.31271945,4.718124849,4.513331066,6.371478597,3.277033702,4.841966099,4.418375557,5.883390181,,4.133707827,3.477914272,,3.583220856,8.006734315,3.53300593,,3.539902906,4.351125705,8.59819267,3.34861839,10.18666631,3.461549162,3.520259845,4.822831342,3.659374503,3.528474216,3.6577024,3.266196598,11.25146293,5.250664044,7.662125713,5.209696433
DATA.1503367,,4.66409699,,3.47970385,4.317790561,3.30841846,8.554287788,4.560060329,3.215600474,10.28453458,,5.610719621,3.382764176,10.9605658,3.616591383,3.399941316,3.237675479,7.082816881,4.266010817,3.13033238,,6.212252703,,5.707517613,2.979732239,10.33729492,3.208648386,8.776701448,5.140070269,,7.054785785,7.72461169,2.97349843,,3.291867653,,3.039518172,3.176793688,3.108957221,3.133236048,7.923120211,,11.8589352,5.401975211,5.326822808,3.344969832,3.465602262,5.27854603,6.663388221,4.365995386,7.942290522,3.709505342,,6.606399018,9.430697279,3.628962817,3.021919602,2.717624007,3.196547465,6.509482729,3.070423445,3.784108355,6.606156237,3.889473089,3.294855846,8.257769097,3.268518573,8.093568531,5.011120986,3.37673956,3.989025817,,6.258269424,3.421570215,3.832505996,4.48891231,5.137072905,3.589645254,3.267979897,3.395308891,3.013010077,3.366109337,7.374936792,6.978198001,3.156945374,9.412412933,4.653355526,4.200244284,3.304738807,2.73929292,10.02730207,3.700454976,3.174201792,11.51171769,8.963112923,6.909219184,5.494659083
DATA.1503368,2.798219387,5.06653427,,,3.591888743,,5.873634471,4.379720913,3.498470522,9.750665951,10.01687001,7.433060535,3.425216842,5.6951196,4.826586823,3.262613014,4.366222669,8.791066712,3.327041923,3.027506263,4.201424345,6.035590836,4.049579885,5.164535591,2.786762894,9.170610945,3.07000689,9.07561632,4.322717925,2.870754661,4.601745452,5.841649744,3.399588361,10.63357067,3.2613414,4.461700766,3.424386669,3.144954575,3.157954806,3.060435022,6.443380854,3.589010579,,3.217758178,3.300803178,3.747115336,5.053213272,4.963384166,5.482602964,4.5708832,,3.412704766,2.887369185,6.09556886,5.918382652,3.316520199,3.971608909,2.993400152,3.188013132,6.175669255,3.909514947,6.367772753,7.038667987,3.422731569,3.414233718,3.415675491,3.051806953,5.209970419,4.626615291,2.811301903,5.679880995,5.630006946,5.519589882,,2.980198131,3.255518731,7.888310629,3.898418196,3.440777447,3.512418021,2.980198131,3.369159253,8.248266917,8.4331045,3.194682757,6.727321729,5.373200842,4.467318438,5.461716294,5.017107973,2.573083932,6.918986764,3.164947217,10.3598799,4.467583977,8.186955881,5.261848266
DATA.1503370,3.052964009,5.102842975,3.227643765,6.429301819,4.116619888,,3.528483777,,3.035049514,10.1091674,8.202149029,4.864076742,3.357125691,10.15551376,4.00018125,3.430965313,3.183548989,3.823557332,7.056868333,6.79315351,3.807689075,4.540597962,5.921655658,5.869129938,3.134843086,3.47300027,3.739816207,6.761051729,3.905708843,6.672000004,4.407379069,,3.304411877,11.27150226,3.202407577,3.330988825,,11.53957711,3.221130577,3.363870063,5.364611945,3.220483682,,4.188585882,9.466709223,7.94388244,,5.472343175,5.753640106,4.011551395,,3.675521518,5.716222409,8.526190066,6.483983402,3.580652318,3.733683726,2.965377686,4.669574047,7.82579845,3.201512171,11.56489567,5.091243345,5.625894768,4.718028063,5.317993371,3.447296618,6.678781354,4.481641098,5.030091847,7.361652462,,4.370990365,6.085418561,6.934389797,3.286591089,6.31962602,4.7873954,3.279136204,3.187369445,9.52266714,3.50000424,7.392306503,7.623789008,3.953061964,7.227155048,3.324638109,3.514774447,3.432253952,2.785415974,4.208803333,,10.89529745,10.80911293,4.750904216,8.114672641,3.503652573
DATA.1503371,4.093353624,4.244508946,,5.0116778,,3.767370013,,3.554333061,2.945350684,9.665803818,8.901170014,5.696458825,4.192306121,6.386004197,4.038788858,3.348549221,4.52553308,3.250748319,4.251591256,5.891053638,3.712414512,4.594940449,6.477197672,3.8361627,3.463188674,3.89475781,2.964872642,9.265791384,6.327621669,4.619399664,6.020058039,7.584963633,2.994975155,5.829516574,3.398050126,5.461709439,,3.563166693,4.946447679,5.408980803,7.048451287,8.729025557,3.951045023,3.095399263,7.053135982,4.321503182,4.833384334,4.270457943,5.361084149,5.184620212,8.239672957,3.617053629,,5.413643374,3.434147827,4.846534391,2.906808838,2.968467507,,,5.247733019,6.263191559,5.736450595,6.042068296,3.90480825,,5.282279614,5.715906319,5.020086253,7.721873277,6.423445291,7.990508859,6.189755889,3.496807099,5.701067864,5.548501639,7.698617415,4.557995478,6.232819538,3.332085011,3.513460159,4.724461819,5.987579414,8.577253584,3.193224856,6.391941128,7.965688501,4.47856538,3.675060501,5.258206063,3.026077731,3.207866153,3.938910011,4.005752563,4.268972014,6.718673463,4.448231062
DATA.1509073,3.012542746,4.642007794,3.40670006,,4.584533876,3.798275812,4.08848303,4.924057097,3.405483992,6.180215327,9.067547628,4.595474069,7.873084311,10.62187381,9.958305273,4.89341963,3.139037263,3.010500182,8.748075314,3.064769658,4.585438845,5.88125356,6.51468283,8.063360692,3.033754566,9.366602574,3.801940097,7.712477929,4.833510187,7.134627808,6.249531086,5.619734962,6.619263465,10.49258062,3.53504487,,3.139721878,11.75464405,5.593319558,3.340447274,7.930942335,4.363736089,,,7.559289125,6.978645867,4.405753502,3.58166981,4.732367517,5.970718532,,4.91276204,3.223085212,5.309115362,6.838682246,5.50820789,6.301072411,,3.428027207,,2.901772741,11.77526385,6.234249996,3.6494191,3.315865569,3.236066371,3.209105708,3.985774119,3.387698501,5.29939809,,3.717432062,,3.935523357,2.932226543,3.108024896,8.824124023,3.923812387,3.227491673,3.593612268,3.072899899,9.131294575,3.445592617,9.071454203,,6.948339924,4.146733637,4.810872812,5.074777865,5.575831066,,4.112221155,3.141294288,10.918555,4.746806745,7.610451084,3.107681244
DATA.1524416,2.92193548,,3.675822997,,3.520244372,3.312698913,6.026241403,4.04179613,5.528607728,,7.271579386,6.945312171,7.933733008,10.9757516,8.960735626,3.58549988,3.216920553,3.214085797,7.337571252,3.132904725,,5.889387605,4.869835102,8.550163343,2.920688202,9.460378878,,6.994770502,3.859668639,7.818622281,7.233604724,9.379698371,5.610307391,9.843984649,3.338915241,3.566429136,3.17460481,11.02931008,7.177049985,6.707670779,5.165785834,3.519857442,7.120099926,3.353737711,9.545847888,7.578431238,4.383819685,3.191782413,3.699574105,6.38367633,6.655933367,5.324729612,,,6.341441301,5.184190186,2.977308079,5.659869712,3.076204398,6.525320016,2.886716504,,6.809556576,3.580997895,3.763781173,5.952115308,,,3.994439225,,7.457224301,3.616222873,3.351439279,4.099071074,,3.151981592,7.559812447,3.551211689,2.935975954,3.648248619,,7.122199856,3.505406813,8.5864122,3.23796454,5.931563908,7.394069249,3.893900939,3.949312057,4.895809157,5.999013302,6.584203035,3.068881412,11.95853564,5.759261607,7.615351188,3.167559892
DATA.1659818,2.825641956,3.793513634,4.6068799,3.819622016,3.243915289,3.386913572,4.386933623,3.538056337,,4.838669498,3.287240423,,7.95417237,8.505479731,6.82975923,3.452229776,3.239832317,3.160568517,3.378170905,3.069767994,3.743253874,4.782456895,4.240711004,4.312056898,2.758932867,,3.275358747,6.535039903,4.167126494,3.088184896,8.761161934,3.65934645,,9.37806458,3.159646629,2.975560201,3.078018421,3.648601766,5.374347525,,3.746675867,,4.185685578,3.237349151,3.568045328,4.611339582,4.426611475,3.841466419,4.81760262,3.136926296,7.93662017,,3.613184386,3.101909613,3.479251325,,3.646043414,2.964766333,4.320180065,3.590713095,6.298651001,3.921292299,3.59203019,5.095423686,3.345833512,3.080724186,4.280910295,7.132472325,4.189055197,4.509750555,3.378950949,3.776414924,2.86566771,3.064256372,2.829620369,4.335763068,3.747488337,4.532620395,4.577157688,3.379878172,2.999001312,3.671787297,3.363578808,4.109588617,,4.399529083,3.472964478,3.210114415,3.423690293,3.475609268,2.818678441,3.230015325,3.345721589,3.076345412,4.072727337,3.433841353,
DATA.1659823,2.915064573,3.797294703,3.137278895,3.55611982,3.960761873,5.48777167,,3.479738411,3.463228573,10.05728131,9.825158856,3.026971907,3.290546512,6.07544494,3.50459207,3.640573562,3.564266522,6.865125193,3.512300286,3.452093196,5.209306477,6.246373977,5.573434776,4.6143152,3.034953298,3.545273479,3.161806532,8.995186525,5.291750953,3.224999326,7.194730832,6.871008976,6.085995075,10.25776238,3.292413029,3.272945222,3.13425527,4.679785922,4.107053644,2.953847849,6.950349109,4.185872435,9.069311359,3.372789214,4.759423899,4.24823575,5.709744647,4.094765294,5.561247421,4.691051241,9.205246778,5.466695319,4.547067631,9.024570758,5.970176988,3.640816845,7.786344736,3.15726799,4.400793708,7.729588879,4.011745748,3.315154346,,3.807647929,4.716032433,3.248788389,3.705614741,,3.882521195,2.715966376,6.778902118,,3.574746907,4.62675109,3.476222639,4.256523655,6.147226414,,,3.580817819,3.051100254,,11.88940515,9.571442987,3.038322903,6.741892493,4.376674215,3.772532263,3.634797075,,3.193018752,3.236225058,4.398774865,8.505625804,4.337935006,7.282812008,5.908647864
DATA.1659928,3.255639134,3.495232901,3.460379676,4.252641696,3.342138279,3.433805023,3.983507047,4.128925377,3.396553099,,8.704422463,3.585372513,3.411056613,7.072050505,4.855166002,3.840199474,,3.225993805,3.747587006,3.484658108,3.71501978,4.887903859,4.397261384,4.069265108,2.99766448,8.317182899,3.347492541,9.67508972,4.408346334,2.983270756,,7.150715558,7.630205088,10.30277831,3.558101301,3.45152861,3.117327217,3.836244527,3.401778639,3.068925166,4.246798802,,4.181645771,3.232367332,,4.328332426,6.475978901,3.806082516,4.829170887,3.394441263,9.031832169,3.661273744,3.278097873,7.339507397,3.554776635,4.514125107,5.415368287,3.152589144,6.081039466,7.482595745,3.060679103,3.269353654,5.871626731,4.451889058,6.217440364,3.666574336,6.505907211,6.473461698,8.4192894,,7.323189964,3.911162906,6.429095663,3.414024714,2.870934587,3.406684892,4.577824457,4.774754259,3.216034232,,,3.365688743,4.540905128,7.248867665,3.473303355,5.032847548,3.500492326,3.223597075,4.496038287,6.019603226,3.801991419,3.254174318,3.310665245,3.780415256,,,5.080565121
DATA.1660034,3.082183136,3.89396075,3.353403885,5.750277963,3.552392733,6.046393319,5.998110072,3.459201446,,12.09565173,11.21585569,3.130060726,3.161764178,7.780887714,4.256967622,3.483808403,3.832870871,4.694440577,,2.846834,3.671765951,,4.519672874,3.744921495,3.078393978,4.765909646,3.137767293,9.439931054,4.502704244,,4.073925647,6.692942241,6.275574454,9.639187097,3.07144338,4.919876469,3.337717118,3.228776293,5.339248978,2.999369776,5.057042598,3.527677026,11.23897889,3.212617089,,3.089886904,5.583371868,4.147489142,5.858311267,3.707366941,9.174998348,3.631325585,3.164279212,,4.729310125,3.447403394,3.48913745,4.454260361,3.54894922,7.043104607,5.379932186,3.38926952,3.196102758,4.534773242,3.348244743,3.864127974,4.595797631,5.951893043,4.191089053,3.32744728,3.514095888,4.662372684,3.452666803,3.164146327,2.759399024,4.389292716,8.039836261,,3.424744751,3.427552429,2.874065337,,8.244957628,9.072074756,3.081186146,5.227385862,3.08338226,3.464428142,4.019400328,4.174812869,4.090832052,3.175107948,3.39034536,4.638868972,,7.561229207,5.137488634
DATA.1660035,2.680888677,3.822970495,3.560974366,3.821046631,3.806500965,3.480082939,6.144660489,4.619170603,3.257613063,12.46968889,8.96526301,4.179808648,,6.235332832,3.993665213,,4.08436588,8.733321094,3.942843631,2.974212767,3.849947237,5.494952112,4.038617942,3.901494949,2.991817019,9.293303199,2.913063598,9.540653694,,,4.95850272,6.631104939,5.779689894,10.07816282,3.287066875,3.685103806,3.0670106,3.272950719,3.064504677,2.925866831,7.556723707,3.704518085,12.57296051,3.36114471,4.394132647,3.664562757,5.054470513,4.727443588,5.573042957,4.842322215,8.880903355,3.917686141,,8.016509363,5.786376589,3.556110705,3.997880663,3.397583113,,7.079206445,3.822451806,3.269818315,5.090060247,5.241463496,3.274128713,3.437817899,4.535292938,6.011745057,5.448807748,2.78065476,,,3.521186557,3.325411161,3.001970715,3.258431545,8.353138924,3.719929051,3.27372272,3.699164228,3.001466066,3.302519938,,8.90302038,2.956785971,7.062928248,3.314282315,4.158911401,3.544627999,5.349846646,3.202592174,,3.289079118,9.028796513,4.314890136,8.364807346,4.779441834
DATA.1660036,2.753432033,3.729268019,3.624064479,3.953905495,3.648787093,4.63037829,4.356377468,3.555520264,3.633052945,11.37914354,10.78565726,3.638099631,3.313773148,6.516661998,3.513952362,,4.024378237,,3.504645664,3.112970603,3.702917913,6.094837375,6.133072448,4.204337503,2.934528644,3.592168944,3.644828648,9.014478805,4.071836683,4.786163172,,9.233504422,4.274860571,11.37914525,3.215042536,3.858998063,3.258479843,3.405579319,3.343390085,2.974635683,5.97134961,3.447332726,11.84924882,3.802871835,4.942765721,3.395489525,6.141991233,3.483148315,4.869647375,4.673603107,9.080097261,3.510910413,3.382933283,7.682047543,5.181424509,3.493806058,3.918441465,3.532463429,,6.041859083,5.583540002,3.331297076,4.24542774,4.356675218,3.152404742,4.120917033,3.878940988,5.463820545,4.367044428,2.885686793,6.759113686,3.526495381,3.897791307,3.365109109,3.27221315,3.495884922,6.36076083,3.848944407,,3.65251873,3.079365345,,,6.812431813,3.160011651,6.573338454,3.072074271,3.400757647,4.571175271,3.124715124,3.110890684,3.103660683,3.118498404,9.414270601,4.221525576,6.738600964,5.039662555
DATA.1674021,2.797377328,4.435327817,3.469129356,3.512382018,4.467312816,5.120282298,5.866627302,4.353980511,4.040192975,10.67365785,,3.789465947,3.154254511,11.01885272,6.898460408,3.324884873,3.854305971,,3.105829283,2.9025954,3.569599047,4.845584797,4.81623915,5.92720637,2.990390206,3.833399123,,8.84893364,4.01716239,4.566595296,6.263797277,10.60870653,6.409173524,11.00349718,3.268318488,3.996795417,3.208571272,3.444649519,,,6.845151284,3.623436732,9.831737795,3.641305857,3.769598921,3.48206846,6.55546332,5.470088992,6.444051075,8.832335404,9.206017561,3.887607785,5.200800359,4.132010869,7.182989028,3.468108114,6.089751617,4.960260423,4.816502372,8.216699739,3.170683993,3.933354998,7.907144709,3.524951074,3.007070094,3.016181536,4.157696732,4.941487006,3.54167816,2.692008945,7.158133582,4.13374339,4.10592189,2.717177637,2.860354987,3.175023636,9.943367028,3.498904008,3.093287429,3.00299759,,3.38423987,,7.482522248,2.975354693,7.185205657,3.329122612,3.343932185,,4.411748679,6.135444803,7.092619109,3.083268658,9.975550717,6.359431291,8.459266203,2.966701189
ACH-001113,5.420549772,,5.462379572,2.263034406,3.10433666,1.815575429,3.241840184,1.007195501,,,6.242793024,2.327687364,2.313245852,6.863690714,0.555816155,,,,4.442280035,5.362820526,3.526068812,3.422233001,4.465321514,1.111031312,2.114367025,,0.895302621,6.29259772,5.373300197,2.277984747,5.20867332,2.389566812,2.475084883,7.989763465,4.442280035,1.427606173,1.117695043,0.042644337,3.347665656,5.708463165,0.871843649,5.247547807,4.814037648,7.796753477,3.83491343,2.462052319,3.09423607,,3.203201156,2.269033146,4.241840184,1.292781749,2.169925001,4.030336078,5.147713722,4.231125158,0,1.464668267,3.855989697,4.267535798,0.941106311,0.176322773,0.956056652,5.257010618,3.669026766,4.977279923,0.956056652,2.944858446,2.523561956,2.250961574,2.659924558,0.669026766,4.269033146,0,0.201633861,1,6.259272487,2.912649865,1.678071905,3.491853096,2.414135533,4.59275601,0.713695815,7.655137126,1.443606651,4.591559746,1.613531653,3.716990894,1.541019153,,1.23878686,0.565597176,2.150559677,8.749735373,2.599317794,5.130107179,3.578938713
ACH-000242,0.014355293,2.957914599,3.017921908,5.168722254,1.454175893,0.422233001,3.012568674,3.742006211,1.292781749,5.778208576,4.7473874,3.310340121,0.150559677,,0.344828497,0.070389328,0.084064265,4.843481425,1.97819563,4.788163657,3.418189948,0.176322773,0.669026766,,2.44625623,,0.028569152,5.450881315,2.100977648,3.173127433,2.735522177,2.937344392,0.084064265,6.70016225,4.530445355,,7.108315355,,,7.690207549,2.056583528,1.786596362,0.422233001,4.518535139,,0.189033824,3.577730931,7.47921439,,,6.99921081,0.070389328,0.757023247,5.888256181,3.575312331,2.904965719,0.263034406,0,3.936402378,2.250961574,,0.286881148,3.830863757,4.733896605,0.687060688,1.176322773,1.480265122,4.57167681,0.014355293,3.046141782,0.014355293,6.4747605,1.682573297,0.056583528,0.214124805,3.390942773,5.366322214,4.009884589,0.367371066,4.128458384,0.23878686,5.624685811,0.111031312,6.872705657,2.22650853,5.364572432,4.161887682,3.736604875,1,1.632268215,,0.250961574,,6.45532722,3.13093087,5.587364991,4.000901403
ACH-000461,0.137503524,3.59812696,0.124328135,0.084064265,2.375734539,3.280956314,5.543805176,,1.438292852,8.5905122,5.939931765,0.367371066,,6.775445674,0.201633861,0.056583528,4.061776198,1.084064265,5.920769673,0.084064265,5.231893162,4.136683578,5.06091205,2.176322773,,1.500802053,0.014355293,5.507160349,9.111605187,1.541019153,4.930737338,6.230933093,3.715893371,7.566586861,0.286881148,0.475084883,2.169925001,0.070389328,2.456806149,1.344828497,3.613531653,2.292781749,,7.726354417,0.056583528,1.5360529,,,2.815575429,6.490890979,8.347709943,1.416839742,1.843983844,1,4.887037791,0.097610797,8.946906274,0.422233001,4.615887074,2.3950628,,5.458119481,5.206330648,1.49057013,0.765534746,3.554588852,,5.126394738,,0.014355293,0.5360529,1.5360529,2.992768431,3.111031312,0.250961574,,5.61999983,0.22650853,,1.682573297,0.389566812,0.275007047,2.887525271,6.563005553,0.014355293,5.573192724,,3.592158002,,4.232660757,2.073820233,3.780310099,2.049630768,8.85184272,3.846994687,4.967168608,5.929554316
ACH-000528,0,2.493134922,3.473786912,2.961623328,,2.786596362,2.370164281,3.08236197,,7.05126333,,,6.130107179,6.115823977,0.084064265,0.028569152,4.219555769,2.687060688,3.378511623,0.150559677,1.201633861,2.411426246,,3.22342255,0.111031312,0.070389328,2.906890596,5.121844298,2.673556424,3.713695815,2.680324357,7.099715999,0.042644337,7.356672044,0.545968369,,4.549053029,0.056583528,5.802710219,4.073820233,2.613531653,0.464668267,0.22650853,2.021479727,1.286881148,0.799087306,2.5360529,8.308430049,4.415488271,0.189033824,7.50517639,0.070389328,3.381283373,3.651912745,5.797012978,2.403267722,1.13093087,1.15704371,4.424250286,2.849999259,0.137503524,0.014355293,2.424922088,5.83541884,2.032100843,1.23878686,2.353323291,3.037382222,0.35614381,0.028569152,2.974529312,7.579089615,0.695993813,0,0.056583528,0.86393845,,5.358958826,1.521050737,,,5.267910281,0.056583528,8.093813673,0.748461233,2.253989266,3.818646083,2.891419187,0.214124805,5.177120503,1.673556424,5.355086762,6.410069692,0.310340121,0.799087306,6.428778891,0.475084883
ACH-000792,0.111031312,3.392317423,2.080657663,6.954079959,3.184280294,0.613531653,,1.555816155,4.972692654,6.950001749,4.294988268,0.097610797,0.137503524,,8.060209548,4.119356177,0.056583528,1.948600847,,2.843983844,10.17380204,,,3.357552005,,,1.257010618,5.554281863,1.495695163,3.224966365,7.010556078,6.007419784,,5.737957106,0.739848103,0.422233001,,4.516015147,5.909293086,3.171527106,,2.464668267,4.244125943,3.757023247,4.35473424,1.989139007,3.060047384,3.283921772,1.895302621,5.298658316,0.748461233,6.416670877,0.084064265,1.327687364,6.015247774,3.934516502,8.945794957,,4.381975479,3.367371066,0.028569152,7.953963599,6.744968348,0.163498732,,4.608217853,,4.990501111,,2.558267634,2.704871964,5.547511524,,2.260025656,0.22650853,0.189033824,6.682573297,5.48188014,0.23878686,0.475084883,1.257010618,,0.454175893,9.13126536,0.378511623,4.343407822,1.500802053,4.328405659,6.910252963,,1.137503524,8.917401918,3.539779192,6.409390936,2.752748591,4.00270252,2.344828497
ACH-000570,0.632268215,1.584962501,0.367371066,3.053111336,2.922197848,,1.948600847,3.29130886,0.855989697,5.243364426,2.582556003,1.599317794,4.56315813,3.510961919,3.626439137,,0.097610797,2.430285273,5.06995989,7.282995721,9.174750951,2.6622055,6.863442934,3.295723025,5.08236197,,0.918386234,4.405311683,5.237640195,3.253989266,6.257764969,6.586014083,5.809157165,7.156335937,5.532316959,0.887525271,0.250961574,5.945326777,0.263034406,8.789990019,2.073820233,0.97819563,1.773996325,3.320484678,,1.974529312,0.137503524,7.743286062,3.289834465,5.067380578,0.98550043,,2.825785627,1.604071324,4.741466986,5.242602506,3.382667253,1.66448284,,3.361768359,0.432959407,,5.635464198,4.862451391,1.5360529,3.71918344,3.399171094,,3.992768431,3.764473551,4.776630423,1.618238656,1.316145742,1.448900951,1.510961919,0.286881148,3.516015147,4.219555769,0.321928095,1.709290636,5.626439137,7.83586093,,7.186559982,1.910732662,6.362820526,2.344828497,2.570462931,8.156942621,0.070389328,0.678071905,1.257010618,,9.27707813,6.56270035,4.942514505,
ACH-000351,2.711494907,3.298658316,,0.411426246,2.707082992,3.500802053,1.137503524,3.331991778,1.731183242,8.743925562,5.870611313,,5.229203358,8.341185214,8.057504426,0.056583528,3.957914599,2.906890596,5.809928866,2.077242999,8.257529276,3.916476644,9.690504398,4.046141782,3.039138394,3.032100843,1.541019153,4.599912842,8.46854259,,4.379898164,7.441367278,3.570462931,7.071784117,,2.837943242,2.570462931,3.042644337,2.601696516,2.443606651,3.510961919,0.613531653,5.992088609,9.258000622,3.298658316,,2.807354922,8.148324042,3.62058641,3.111031312,7.142107057,6.190417325,3.054848477,0.411426246,4.815063017,0.070389328,6.10370744,2.14404637,4.551516018,1.691534165,5.200064862,8.004108081,3.582556003,3.201633861,,1.773996325,4.730096466,4.761817143,2.14404637,0.443606651,3.92314918,7.557119022,2.702657543,2.124328135,,1.726831217,6.092968509,4.464014725,0.575312331,2.577730931,0.970853654,7.766860144,,8.025416445,1.618238656,4.212569339,1.839959587,4.030336078,3.084064265,0.495695163,4.891905188,6.554435365,,6.980825052,5.104755987,6.346070441,4.422905743
ACH-000769,,0.545968369,4.305240966,2.865918815,1.748461233,4.665051614,2.049630768,1.66448284,2.584962501,7.076067339,6.750740478,0.321928095,7.322198575,2.855989697,0.111031312,0.070389328,2.596935142,0.604071324,4.685379552,3.524815928,1.13093087,4.207892852,0.910732662,0.22650853,1.550900665,0.275007047,0.970853654,5.810957159,1.214124805,,4.444269502,1.891419187,4.196134881,4.773996325,0.443606651,1.007195501,1.550900665,,2.533563348,3.324810603,2.097610797,2.260025656,,1.485426827,1.339137385,0.5360529,4.518535139,2.634593268,3.54225805,0.321928095,5.766065051,3.448900951,3.641546029,0.214124805,4.501439145,3.339137385,0.695993813,0.042644337,1.50589093,2.3950628,7.097294751,0.454175893,0.565597176,,,3.909773104,5.930500811,4.03562391,1.691534165,4.522934561,1.678071905,0.443606651,0.250961574,2.97819563,2.014355293,2.731183242,4.550900665,6.311067102,2.792855352,0.389566812,0.163498732,4.280956314,0.659924558,5.605849867,0.367371066,5.385085854,2.970853654,2.378511623,,2.933572638,3.401903472,0.454175893,0.50589093,5.729824644,4.602884409,5.295355693,3.169925001
